# index in data/de/candidates.jsonl <TAB> word to blank <TAB> English translation
# Lines starting with # are ignored. Order here is irrelevant; the deck is sorted by difficulty.
205	ganze	And this sleep spread over the whole castle.
206	Briefe	Where were the letters lying, Johanna?
208	Mittag	It must have been around noon.
210	Welt	Yes, there is much sorrow and hardship in the world!
212	tiefer	He only sank deeper into his armchair.
214	Ankunft	On the morning after his arrival he went to Elisabeth.
217	Lieder	But who made the beautiful songs?
218	Männer	His eyes flew over the men standing by the wagons.
219	Abschied	Then he took his leave and began his travels.
221	Wohin	Where are you going, Mr Chief Clerk?
222	Schritt	He took a step forward and stretched out his arms toward her.
224	niemand	No one had yet asked him so openly.
229	Zweifel	Without doubt it was an ability.
232	achtete	Admittedly, nobody paid attention to him either.
233	Schafe	So he tended the sheep for a long time.
234	Stille	A great silence reigned.
235	willst	Say what you like, I can't stay any longer.
236	Absicht	He had no intention of sparing anyone.
237	neues	He pulled out a new sheet of paper.
238	Brunnen	Then she threw the spool into the well and jumped in herself.
239	Zeiten	The times change nothing in that.
241	heim	Now let's go home to mother!
243	gewartet	But the woodturner had long been waiting for that.
245	lächelte	The young man smiled and looked me up and down.
246	Zimmer	The gentlemen stepped back into the room and waited.
247	Fuchs	At last a young fox came.
251	verlassen	Promise me never to leave it!
255	gelesen	Perhaps you haven't read the last orders I sent.
264	wählen	How well you know how to choose.
265	frei	There's no other room free just now.
267	Geduld	Just a moment's patience!
269	Gelächter	But then he suddenly burst into loud laughter.
274	kleiner	He was a small, red-cheeked boy.
277	Gedanken	He tried to bring order to his thoughts, in vain!
284	verstummte	Tonio fell silent, and his eyes clouded over.
285	hoffte	With that, the king hoped to be rid of him forever.
286	Wunsch	Gregor's wish to see his mother was soon fulfilled.
287	ohne	How did you ever manage without me?
288	drittes	I was led into a third room, before the supervisor.
292	Wecker	Could the alarm clock not have rung?
294	heiraten	So you want to marry again already?
297	Blut	Then he looked at her foot and saw the blood welling out.
298	fast	Gregor now ate almost nothing at all.
300	beste	Certainly, Albert is the best person under heaven.
301	jeder	Not every doorkeeper would have acted this way.
302	Mädchen	The pale girl fell down.
303	trug	Reinhard lifted Elisabeth in his arms and carried her across.
307	schwer	It is very hard to manage without company.
308	elf	Only now did it occur to me that it had not yet struck eleven.
311	trauen	Sometimes they seem honest to me, and yet I can't trust them.
314	Tisch	The cards lay untouched on the table.
320	Arzt	I will make you a famous doctor.
326	Erdbeeren	But where are your strawberries?
330	entschlossen	He was firmly resolved to leave.
331	Jahren	When I am back in two years, then you shall learn it.
332	wach	But the children had still been awake and had listened in on the conversation.
334	erzählen	But he had a fondness for telling us ghost stories.
335	zehn	From the town the clocks struck ten.
338	Dinge	There were other, more important things for him to do.
340	Eindruck	They made a very modest impression.
346	diesmal	How did it go for you this time?
350	stellte	I put out my light and stood at the window.
352	Schatten	Sit down there in the shade among the herbs.
354	leise	Downstairs the people were talking quietly but animatedly.
355	zurück	He slid back into his previous position.
358	Heimat	When Easter had come, Reinhard travelled home.
359	Glieder	His limbs felt as if they had been battered.
360	erzählte	Hans told what had happened.
363	vier	We arrived there around four.
365	Tanz	The two stopped in astonishment and watched the dance.
367	mitkommen	Then you would have to come along sometime.
373	frieren	They run around like that with nothing on and must be freezing.
374	Dieb	You are under arrest, but not the way a thief is arrested.
377	Sorgen	Then all their worries were over, and they lived together in pure joy.
378	schlafen	I don't quite know why I get up, why I go to sleep.
382	Jahre	God was merciful and granted him ten years.
385	Nächte	Gregor spent the nights and days almost entirely without sleep.
386	Spät	Late in the evening he had arrived in Zurich.
391	Nacht	So they decided to sleep a little, and wished each other good night.
393	Wärme	She felt now how his warmth flowed across to her.
397	Rückzug	He had left the door open for a possible retreat.
399	Arm	Then he took his satchel under his arm and ran through the front garden.
404	Lärm	Why is there such a noise in the hall today?
407	Suppe	The family was already at table, and the soup was just being carried away.
408	Minute	Fate made him greater with every minute.
409	Trauer	Then they went into the royal castle, where everything was in deep mourning.
411	Frühling	One works badly in spring, certainly, and why?
413	zeigen	I came here to show an Italian the cathedral.
415	Bär	The bear ran hurriedly away and had soon disappeared behind the trees.
419	laut	Then he recognised the punishment for his greed and began to cry loudly.
424	Gefängnis	So they were taken to prison and were to be put on trial.
427	lieben	I will be faithful and love you, Ingeborg, as long as I live!
435	möglich	Their confidence is only possible through their stupidity.
440	zusammen	Josef, do pull yourself together.
444	Enten	How are things with your ducks?
448	Tages	On the evening of the same day, Innstetten arrived back in Berlin.
454	beginnen	Was a sermon really about to begin?
457	Tränen	A few tears ran down the girl's cheeks.
458	längere	After this, nothing more was said for quite a while.
# --- second batch (indices 460+ in candidates.jsonl) ---
460	wäre	That would be something for me.
461	weinte	And why was she crying, then?
462	damals	But at that time I didn't know that.
464	Arbeit	Well then, to work.
465	schlimm	But that was bad now!
468	weiter	It can't go on like this.
470	las	He read it aloud to Effi.
471	entschied	He decided in favour of the woman.
473	erklären	Won't you explain that to me?
475	geschehen	What has happened to me?
477	niemand	But there was nobody inside.
479	nickte	Then she nodded and let him go.
480	gemacht	Yes, that's well done!
481	beeilt	It was the sister who had hurried so.
483	hältst	What are you holding in your hand?
485	entfernte	Then she went away again.
486	spielte	And yet the sister played so beautifully.
489	übersehen	How could I have overlooked him?
490	Willst	Don't you want something more from me?
491	verschieden	And then people are so different, too.
493	Kleider	He washed and put on his clothes.
494	acht	But now pay attention.
495	dachte	It's not going as well yet as I thought.
496	lachte	She laughed and tossed her head.
499	Grunde	And basically you're right.
500	Stellen	Put the light on the table!
501	wollen	So what do you actually want?
502	Richtige	And perhaps it would also have been the right thing.
503	gesehen	Where did you see that?
504	Hexe	What did the old witch want?
506	fängt	But where does it begin?
507	mehr	Did they expect more of him?
508	freilich	Of course one can't know that!
510	sein	How can it be true?
513	gewesen	If only the sister had been here!
514	Gegenteil	But the opposite happened.
515	schämen	But you should be ashamed of yourself.
518	gehen	Johanna took the letters and was about to leave.
519	nieder	He lay down and fell peacefully asleep.
521	weiß	I know well, they are false!
522	erwischte	But at last he caught it with his hand.
525	Weinen	He was close to tears.
527	verstanden	Did you understand even a single word?
529	Künstler	Is the artist even a man?
530	Küche	The family itself ate in the kitchen.
532	schneller	But he didn't walk any faster for that.
533	Gesicht	I laughed in his face.
534	jetzt	And now it really begins.
535	zuletzt	But in the end I got a real fright.
537	Zigarette	And take a fresh cigarette.
541	Laden	He opened the glass door and stepped into the shop.
542	Blicke	Then his eyes fell on her too.
543	Treppe	Someone was coming up the stairs.
544	antworten	But he could hardly answer you.
546	Grund	There had to be a reason for it.
547	Freundin	Think it over, dear friend.
551	krank	What if he reported himself sick?
552	Tee	Now come and have tea.
554	Hochzeit	This was on the day after the wedding.
555	spät	Where have you been so late at night?
557	Vogel	Was it his child's bird?
559	erkrankte	Now it happened that the king fell ill.
560	gewagt	But it had to be risked.
563	freundlich	She nodded and looked him kindly in the face.
564	sagen	He was puzzled and didn't know what to say to it.
566	Tochter	He raised his glass and clinked with his wife and daughter.
568	liege	I'm still lying in bed even now.
569	entgegen	Smiling, he held out his hand to her.
574	einander	How well they understood each other!
576	tanzen	Perhaps I will dance after all.
579	aufmerksam	That was enough to alert the mother.
582	Besonderes	Is there something special about it, then?
583	gehe	Then I'll walk a little further with Kröger.
585	ansehen	One would have had to see it in my face.
587	Weite	The child gazed into the distance.
588	langsam	He got dressed and walked slowly back home.
589	klein	Oh God, how small the house is!
593	Tier	Was he an animal, that music moved him so?
595	verbunden	I am much obliged to you.
598	zittern	He began to tremble slightly.
599	verstecken	They were frightened and wanted to hide.
602	stand	The master of the house was still standing at the window.
605	versuchen	Well, she could at least try!
608	fremd	You must be a stranger here, sir?
617	groß	When I'm big, I want to go there myself one day.
619	beraten	The men confer quietly.
621	arbeiten	He sat down to work, but he had no thoughts.
623	Mond	The moon shone quietly into the dark room.
624	warten	I think the best thing is for us to wait and see.
626	Pferde	Reinhard climbed in, and the horses started off.
629	gegessen	After all, he hasn't eaten anything for such a long time.
631	schweigend	Now they all looked at him in silence and sadness.
634	Ende	It was already the end of March.
636	Sechs	Six years isn't long ago.
638	fett	He was short, fat and bow-legged.
640	Brief	A letter for you, Mr Werner!
641	ergab	I didn't want to, but my mother cried so much that I gave in.
642	Bitte	It sounded like a request, not like a call.
643	rasch	I jumped up quickly and looked around on all sides.
644	bleibst	Well, Effi, you're staying so calm.
647	persönlich	By the way, he also wants to speak to you personally.
651	sprechen	Do you want to speak to the lawyer today?
655	Künste	Once upon a time there was a man who knew all sorts of arts.
657	weit	She is far from us now, with the good Lord.
659	hartes	He doesn't have a hard heart.
662	horchte	I listened at the window, but all was quiet outside.
665	quälen	One mustn't torment oneself with that, Effi.
666	gedacht	Reinhard hadn't thought about the way back.
669	schrecklich	Even her entrance was terrible for him.
671	stolz	But that's why his bearing was so proud!
672	sofort	Leave my flat at once!
674	Bank	Then they both went in and sat down on the new bench.
678	befahl	She hesitated until at last the king commanded it.
680	ruhiger	But Gregor had become much calmer.
681	winkte	The man waved to her with his cane.
682	sang	One sang, the other played the guitar along.
684	Oktober	It was before All Saints' Day, in October.
687	zweifelhaft	There could be little doubt about what they would do.
688	entkam	At last she escaped and dragged herself outside.
689	Dienst	At the moment there is no one here who understands the job.
691	rief	Reinhard called through his cupped hand.
695	Esel	The donkey went away comforted, and the dog appeared.
698	Axt	The boy pulled out the axe and let him go.
699	Abreise	At last came the last day of the holidays and the morning of departure.
700	sorgfältig	I laid them all carefully together in a little basket.
701	besser	But perhaps it's better to leave it there.
702	Wein	Then he revived him with wine until he came to himself again.
705	Erfahrung	Experience taught him that this was love.
706	Luft	He groped in the air, as if to hold someone.
707	Freiheit	But his freedom did not last long.
708	Gespräch	Effi had heard little of this conversation.
712	Sehnsucht	But he looked inside himself, where there was so much grief and longing.
716	Stimmung	But the father was not in the mood to notice such subtleties.
718	Rat	He pondered a long while, and at last he found a solution.
719	Feld	Believe me, Effi, that too is a wide field.
722	neben	Hauke stood smiling beside him.
724	verlor	Gregor completely lost his head over it.
728	Weise	In what way does he betray him, then, Tonio?
730	verkleidet	He came disguised as a boatman.
731	Ecke	Then the dog seized it, ran into a corner and ate it up.
732	Krach	Then he grasped the door handle and shut the door with a bang.
734	kehrte	Then he turned away with an effort and went out through the door.
736	deutliche	But he didn't get a clear answer either.
737	Weißt	Do you know, Annie, that I once saw you?
739	wusste	No one knew anything about my masters.
740	Nachbarin	In her distress she went to her neighbour and asked her for advice.
744	Schönste	Lady Queen, you are the fairest in the land.
748	bevor	She still heard the words before she had closed the stable door again.
749	Unruhe	Little by little a strange restlessness came over him.
750	größte	The donkey, being the biggest, approached the window and looked in.
752	inzwischen	Meanwhile it had become quite silent in the next room.
754	Beispiel	He crossed himself, and the three women followed his example.
760	Lachen	An annoyed laugh went through the company.
763	Störung	I beg you to excuse the small disturbance, sir.
764	Pflege	By the way, are you getting proper care?
765	Mund	Reinhard raised his glass to his mouth.
766	Freunde	We'll stay good friends, won't we.
768	heller	I jumped up quickly, for it had already become broad daylight.
770	überwältigen	For a moment it threatened to overwhelm him.
771	Graf	So that was supposed to be a Polish count?
776	Kuss	You could at least give me a kiss.
778	Schiff	And after that they boarded a ship and sailed across the sea.
779	Türme	Sideways through the trees I saw the towers of Vienna.
786	Garten	The path led right past below the garden.
787	hübsche	I enjoyed the pretty play.
791	gelernt	Well, my dear son, what have you learned?
794	gestohlen	The fellow was a fool or a scoundrel who had stolen it!
796	Soldat	A soldier who fears nothing cares about nothing either.
799	endlich	The door was slammed shut with the stick, then at last it was quiet.
800	erster	Such had been Effi's first day in Kessin.
801	Vorschlag	And do you now have a suggestion for what I should do first?
810	merkte	Then all the wine ran out without the carter noticing.
813	Geige	I pulled out my fiddle and played, and ate and drank in between.
815	Gestern	We arrived here yesterday.
816	gesund	And the third time the king's daughter rose up alive, healthy and beautiful.
817	sprachen	Yes, what were we just talking about?
821	Gelegenheit	Do make the confession at the next opportunity.
823	galant	How gallant you are, Geert.
826	Himmel	It was as if a rain of blood were falling from the sky.
828	Berg	Now we drove on over hill and dale, day and night, without stopping.
833	Katze	Miss Cat went down and sent the suitor away.
838	unnötige	Those were surely unnecessary worries for now.
840	Sonntag	There were only a few people in the corridor, probably because it was Sunday.
841	fehlt	If we lack ourselves, we lack everything.
843	berichten	Will you report everything truthfully?
845	Braut	Then he turned his horse and brought the false bride back home.
847	unten	A man stood below and directed the work with a few shouts.
850	Gebirge	The wind roars in the mountains.
852	beobachten	He seemed to be attentively watching something happening in front of him.
855	stiller	It was a beautiful, still evening, with not a cloud in the sky.
858	schmale	When they had eaten their meagre meal, they went to bed.
861	verlieren	Above all, I don't want to lose my trial, that goes without saying.
862	mitgebracht	What have you brought back from your travels?
868	Gericht	The court has a peculiar attraction, doesn't it?
873	klopfte	My heart was pounding; I would have liked to jump after her right away.
874	graue	And grey, stormy days came.
877	Mut	If it has no other advantages, I won't lose heart.
880	greifen	They sprang in quickly and tried to seize the thief.
882	längst	Midday was long past when K. arrived in front of the bank.
886	Woche	We'll stay there five days, perhaps even a whole week.
894	bellen	At last I heard dogs barking in the distance.
899	Frieden	Otherwise they lived in the deepest peace with all the world.
906	Stunden	He slept restlessly for a few hours.
