# index in data/pt/candidates.jsonl <TAB> word to blank <TAB> English translation
213	padre	So one can enter the seminary and not come out a priest?
216	teatro	They got into the carriage and went on to the theatre.
220	boas	It was the day of good sensations.
223	encontrar	She would cry more if she knew what she was going to find in Paris!
224	comprou	Did you buy this here, or have it sent from Paris?
225	orgulho	But we must not take pride in our virtue.
228	posso	I can't help you, because your father is inexorable.
229	cidade	There ought to be an establishment for them in the city.
230	relógio	And we're going to have lunch, I reminded them, looking at the clock.
233	linda	Well, she was beautiful, by dint of happiness.
234	sala	Ready! she said shortly after, coming into the room.
235	conselho	I took the advice and came down that way with her.
237	cozinha	It was the little girl, who had gone to spy at the kitchen door.
241	pedras	The tenderness with which she said this would have moved stones.
242	comigo	You will go, you will go with me, my sister.
245	cavalheiros	But they might be two gentlemen.
249	muito	They were very fond of each other.
250	maravilha	At the end of three months, everything was going wonderfully.
251	assunto	It wasn't natural that he should confide such a matter to her.
253	virtude	I saw virtue in the light of your love.
258	mistério	All right, let me stay a while longer, I'm on the trail of a mystery.
263	morte	If this becomes known, then they may suspect the men's death.
265	vida	What an understanding of life, what a fine intelligence of comfort!
268	poeta	I let myself remain between the poet and the sage.
270	suave	My existence was well balanced and gentle.
273	vizinhança	At night he went to chat with friends from the neighbourhood.
275	tarde	It was two in the afternoon when I arrived.
279	Menti	I lied, saying that I was unwell.
284	rua	He put it in the house and stayed at the door, looking at the street.
285	último	This last chapter is all negatives.
286	amigo	Now come here, my fine friend, so we can see that.
289	melhor	We'll go and see her when she's better.
290	pensou	He must be got out of here, thought the girl.
293	lástima	It would be a pity if they let her stay here!
296	difícil	I told him that, although it was difficult, there was still time to free himself.
297	paixão	I love you with passion and despair!
299	interessantes	The ladies of my mountains can't be very interesting.
304	felizmente	But fortunately Libaninho could not stay long.
305	mesma	Sabina said the same thing that night at the theatre.
311	velho	The old man expected much from that night of festivities.
312	murmurou	More than three years ago, murmured Pedro.
315	escrever	And the canon, very grave, went on writing.
316	dono	At one in the morning the owner of the café threw them out.
317	genro	What choice was there but to accept a son-in-law?
318	palavras	I couldn't hear the words that Uncle Cosme began to say.
319	chegar	Half past three, we're almost there, Jacinto!
320	horrível	This is horrible when one comes from abroad! exclaimed Carlos.
323	vergonha	You still say it without shame or horror at yourself!
325	ninguém	A dreadful uproar, in which nobody could understand anyone!
327	disseram	And that was all they said about Ega's great romantic passion.
329	achou	Arriving upstairs, he found the house very well appointed.
330	ordem	But this would upset the order of the story.
331	vestida	How beautiful she was dressed as a Chinese lady!
335	raiva	How tiresome! she said, making a face of anger.
338	praia	Wake up, João, to go to the beach.
340	primeiro	Send me away from here, but say everything first.
344	ombros	The doctor shrugged his shoulders.
345	pensativo	I went back home, heavy and pensive.
346	gosta	Jacinto likes the mountains.
349	rir	Well, you should laugh, my dear.
350	pessoas	There were already some people in the sacristy.
351	logo	She recognised him at once and ran to open up.
352	risinho	She refused, with a little laugh.
353	resposta	I've already resigned myself, was my answer, and I kissed her hand.
359	luta	The daily struggle went on, as if there had been no interruption.
360	apareceu	On Thursday he appeared, sure enough.
361	impaciência	Is it false? one of the boys asked impatiently.
366	repente	Gastão! she murmured suddenly.
367	letra	I saw the original, written in his hand.
369	futuro	We were happy; we began to talk about the future.
371	sinceridade	Just try asking the heart for sincerity!
372	gorda	I found her fatter, and perhaps younger.
376	ruínas	I'm dying to admire the ruins!
377	braço	Leave the boy alone, she said, touching his arm.
379	sabe	God knows what it costs to write them, let alone to tell them.
380	olhos	And our man closed his eyes and let himself drift at random.
381	Infelizmente	Unfortunately there was someone else in the tavern.
384	ferro	Poor thing, he had been brought up with a rod of iron!
385	camisa	It wasn't worth changing one's shirt to go up the mountain either!
388	acordou	It was a maid who woke them, bringing them coffee.
395	proposta	The proposal was cheerfully accepted.
400	tranquilidade	There is an austere tranquillity here.
401	voz	But anger once again choked his voice.
402	coisas	We went on foot, philosophising about things.
403	sorrindo	I knew him, said the major, smiling.
406	esforço	I know nothing, replied Pedro with a long effort.
410	depois	Half an hour later he went to get dressed.
411	neta	The grandmother and the granddaughter embraced and wept.
414	férias	I explained to him the reason for the holidays.
418	esmola	He stopped now in the churchyard to give alms.
419	guerra	And the two colours faced each other in the air like a challenge to war.
422	misterioso	Well, here, take the mysterious parcel.
424	sete	So I waited so many years to get bored in seven days?
426	dignidade	And her dignity! exclaimed Carlos.
427	banco	Well, let's stay here on this bench.
429	aborrecido	I was a little annoyed, uncomfortable.
432	escritório	Escobar smiled and told me he was about to go to my office to tell me everything.
436	resiste	The saint resists; he kills her.
438	garganta	She fell silent, with a sob in her throat.
440	quinto	Thus they reached the fifth month.
441	radiante	Thank goodness! she exclaimed, radiant.
442	Casou	Did you marry? said Marcela at the end of my story.
443	campos	Neither from the fields nor from the house did a sound rise.
447	doce	Oh Zé Fernandes, what is this little smell that's so sweet, so good?
448	língua	But, alas for him! modesty tied his tongue.
449	olhar	Ega stood looking at Vilaça.
453	lento	The attorney, handkerchief in hand, cast a slow look around.
454	desejo	Carlos looked at him with a brutal desire to beat him.
